"","EvaluatorID","SubjectID","Relationship","ResponseID","StartDate","EndDate","Comm_scale","DM_scale","Dipl_scale","EI_scale","Infl_scale","Cult_scale","TW_scale","Giver_1","Giver_2","Giver_5","Giver_3","Giver_10","Matcher_1","Matcher_2","Matcher_3","Matcher_4","Taker_3","Taker_4","Taker_6","Taker_8","GritPas_22","GritPas_2","GritPas_4","GritPas_23","GritPas_26","GritPas_28","GritPas_27","GritPer_13","GritPer_14","GritPer_18","GritPer_19","GritPer_20","HumRec_13","HumMot_5","HumRec_10","HumMot_13","HumMot_6","HumRec_14","HumRec_12","HumMot_4","HumMot_9","HumRec_9","HumExp_1","HumExp_2","HumExp_3","HumExp_4","HumExp_5","HumExp_6","HumExp_7","HumExp_8","HumExp_9","HumExp_10","Comm_1","Comm_2","Comm_3","Comm_4","Comm_5","Comm_6","Comm_7","Comm_8","Comm_9","Comm_10","Comm_11","Comm_12","Comm_13","Comm_14","Cult_1","Cult_2","Cult_3","Cult_4","Cult_5","Cult_6","Cult_7","Cult_8","Cult_9","Cult_10","Cult_11","Dipl_1","Dipl_2","Dipl_3","Dipl_4","Dipl_5","Dipl_6","Dipl_7","Dipl_8","Dipl_9","Dipl_10","Dipl_11","Dipl_12","EI_1","EI_2","EI_3","EI_4","EI_5","EI_6","EI_7","EI_8","EI_9","EI_10","EI_11","DM_1","DM_2","DM_3","DM_4","DM_5","DM_6","DM_7","DM_8","DM_9","DM_10","DM_11","DM_12","DM_13","DM_14","Infl_1","Infl_2","Infl_3","Infl_4","Infl_5","Infl_6","Infl_7","Infl_8","Infl_9","TW_1","TW_2","TW_3","TW_4","TW_5","TW_6","TW_7","TW_8","TW_9","TW_10","TW_11","TW_12","TW_13","TW_14","TW_15","TW_16","TW_17","TW_18","TW_19","Perf_1","Perf_2","Perf_3","Perf_4","Perf_5","year","class","GritPer_scale","GritPas_scale","Giver_scale","Matcher_scale","Taker_scale","HumMot_scale","HumRec_scale","HumExp_scale","avg_perf","self_dummy","year_2019","year_2020","class_2021","class_2022","n_raters"
"1766","P_a3EuoVCZUbJWsSh","P_86dQUnHrn2A76E5","Fellow Student","R_a67EQBm7YQyCy89","9/28/20 14:46","10/2/20 11:14",5.909091,6.428571,5.25,5.25,5.666667,5.8,6.3,6,5,6,5,5,4,5,6,2,6,4,4,2,5,4,4,2,4,2,6,6,4,5,6,4,4,5,5,6,5,6,6,5,6,6,4,4,4,5,4,5,6,5,6,6,7,6,7,5,6,5,6,7,6,4,6,NA,NA,NA,NA,6,6,6,5,6,NA,NA,NA,NA,NA,5,6,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,6,NA,NA,NA,NA,NA,7,6,6,7,NA,6,6,7,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,NA,NA,NA,6,7,6,7,7,6,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,50,61,65,59,"2020","2021",5,3.857143,5.4,4.25,4,5.4,5.4,4.9,58.6,0,0,1,1,0,13
"1767","P_1z9fmGD4W0xRaIt","P_86dQUnHrn2A76E5","Fellow Student","R_3O1z8SBt5IKjEle","9/30/20 18:21","10/1/20 19:01",5.818182,5.285714,5.166667,5,5.428571,5,5.4,6,6,5,6,6,3,6,5,2,3,4,3,2,5,5,5,5,6,5,6,6,5,6,5,5,4,4,4,4,4,5,6,5,6,6,5,4,4,4,5,5,4,5,4,4,6,6,6,6,5,6,6,6,6,6,5,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,6,NA,6,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,6,6,5,6,5,5,NA,NA,5,6,6,5,6,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,90,80,83,"2020","2021",5.4,5.285714,5.8,4,3,4.6,5,4.4,80.6,0,0,1,1,0,13
"1768","P_7TWI2CYv5iyQdzD","P_86dQUnHrn2A76E5","Fellow Student","R_b1Qr0vRsjvpntlL","9/30/20 18:49","10/2/20 12:51",5.818182,6.375,6,5.285714,6.714286,5.833333,6.2,6,4,6,5,5,2,5,6,2,5,5,5,2,6,5,5,5,4,5,6,6,5,5,5,5,4,6,5,6,5,5,5,5,5,5,4,5,3,5,3,5,3,6,5,5,7,6,7,5,6,5,5,6,6,5,6,NA,NA,NA,6,6,6,5,6,6,NA,NA,NA,NA,NA,6,6,6,7,6,5,NA,NA,NA,NA,NA,NA,6,5,5,5,6,5,5,NA,NA,NA,NA,6,7,6,6,7,7,6,6,NA,NA,NA,NA,NA,NA,7,7,7,6,7,6,7,NA,NA,6,6,7,7,7,6,5,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,92,98,99,87,"2020","2021",5.2,5.142857,5.2,3.75,4.25,5.4,4.8,4.4,92.4,0,0,1,1,0,13
"1769","P_eya92X6AkmOxn4F","P_86dQUnHrn2A76E5","Fellow Student","R_9ZjVO8GyUit2AKZ","9/23/20 8:30","10/4/20 18:28",5,4.875,5.2,6.428571,6.833333,4.333333,5.875,6,6,6,6,6,4,4,7,5,4,5,6,4,3,4,4,6,6,4,4,7,7,7,4,4,4,7,4,7,3,4,4,5,7,4,6,4,4,6,5,4,4,4,4,4,6,6,7,7,6,3,6,2,2,NA,NA,NA,NA,NA,3,7,3,3,3,7,NA,NA,NA,NA,NA,7,3,3,6,NA,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,3,NA,NA,NA,NA,6,3,3,7,3,5,5,7,NA,NA,NA,NA,NA,NA,7,7,NA,7,7,6,7,NA,NA,4,7,7,6,6,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,95,95,95,"2020","2021",5.8,4.428571,6,5,4.75,5.8,4,4.5,95,0,0,1,1,0,13
"1770","P_8GHtLa156rtQeAl","P_86dQUnHrn2A76E5","Learning Teammate","R_1NrBKPNn6Pv5So2","9/20/20 20:05","9/23/20 15:54",6.363636,6.75,6.5,5.4,6,6,6.2,7,6,5,3,6,7,3,6,5,4,6,2,5,4,4,3,2,2,1,6,4,4,6,5,6,3,6,4,6,6,4,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,7,7,7,5,6,6,7,7,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,NA,6,NA,NA,NA,NA,7,7,7,5,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,6,NA,6,6,NA,NA,NA,NA,6,6,5,6,7,7,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,93,75,82,"2020","2021",5,3.142857,5.4,5.25,4.25,6,4.6,5.7,78.4,0,0,1,1,0,13
"1771","P_8nVNbzAVv1NvZM9","P_86dQUnHrn2A76E5","Learning Teammate","R_3G1BDt1uPpPBnpg","9/24/20 14:59","9/25/20 10:30",6,4.625,6,4.5,5.333333,6,6,5,3,4,3,5,6,4,5,6,7,6,7,5,4,4,4,4,4,4,4,6,6,6,6,6,6,4,6,5,4,5,6,5,6,6,6,5,6,6,4,6,6,6,6,4,6,6,6,6,6,NA,7,NA,NA,5,NA,NA,NA,NA,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,5,5,5,5,NA,NA,NA,NA,6,3,4,6,3,6,3,6,NA,NA,NA,NA,NA,NA,6,5,3,NA,6,6,6,NA,NA,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,95,90,90,"2020","2021",6,4,4,5.25,6.25,4.8,5.8,5.5,87,0,0,1,1,0,13
"1772","P_56l3abuDGhQKakB","P_86dQUnHrn2A76E5","Learning Teammate","R_2CJ5vtJlxSoDKBk","9/15/20 14:59","9/28/20 21:43",6.454545,6.625,7,7,6.857143,7,7,7,6,5,6,4,1,4,4,1,1,2,1,1,6,5,4,4,4,4,6,6,3,5,6,6,4,4,5,4,4,6,6,6,7,5,5,4,5,4,7,6,4,6,4,5,7,6,7,6,6,6,6,7,6,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,7,7,6,6,7,7,6,7,NA,NA,NA,NA,NA,NA,7,7,7,7,7,6,7,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,91,95,95,98,"2020","2021",5.2,4.714286,5.6,2.5,1.25,5,5.2,5,94.8,0,0,1,1,0,13
"1773","P_b1tF1VOvHgDL56l","P_86dQUnHrn2A76E5","Learning Teammate","R_2VJjbn7rqMQev6g","9/21/20 18:14","9/21/20 18:27",6.333333,5.125,5,6.714286,5.571429,6,5.1,6,6,5,5,5,2,6,2,2,4,3,3,2,5,6,5,3,4,2,4,6,6,4,5,6,5,6,5,6,5,6,5,6,5,4,6,6,6,6,6,6,5,6,5,4,7,6,7,6,NA,6,NA,6,5,7,7,NA,NA,NA,6,NA,7,5,6,NA,NA,NA,NA,NA,NA,NA,6,6,4,NA,4,NA,NA,NA,NA,NA,NA,7,7,7,5,7,7,7,NA,NA,NA,NA,4,6,6,5,5,6,6,3,NA,NA,NA,NA,NA,NA,5,6,6,6,5,6,5,NA,NA,5,4,6,5,5,6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,73,84,80,81,"2020","2021",5.4,4.142857,5.4,3,3,5.6,5,5.6,78,0,0,1,1,0,13
"1774","P_6htKOOICtShriIJ","P_86dQUnHrn2A76E5","Fellow Student","R_vTbHxosMkEzkcI9","9/28/20 19:49","9/28/20 20:13",6.363636,6.125,5.666667,7,6.571429,7,6.1,7,6,6,4,5,3,4,4,5,5,4,4,4,5,6,3,6,6,5,6,6,6,6,7,6,5,6,4,7,7,6,5,5,6,5,3,6,6,6,6,6,5,6,6,4,7,5,7,7,6,7,6,7,7,7,4,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,5,7,7,5,5,5,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,NA,NA,NA,NA,5,6,6,7,6,6,6,7,NA,NA,NA,NA,NA,NA,6,7,7,5,7,7,7,NA,NA,7,6,7,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,68,100,100,82,"2020","2021",6.2,5.285714,5.6,4,4.25,6.2,5,5.4,88.8,0,0,1,1,0,13
"1775","P_9FG5dvVFwiPoVSJ","P_86dQUnHrn2A76E5","Fellow Student","R_31dBGmNykd6HKNA","9/15/20 16:06","10/1/20 12:02",6.090909,6,6.166667,6.285714,6.285714,6,6,7,5,6,6,6,2,4,1,1,2,5,3,6,4,2,5,5,5,4,5,5,3,6,5,6,5,6,4,6,5,6,6,6,6,5,5,3,6,6,6,5,6,5,4,5,7,6,7,6,5,6,6,6,6,6,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,7,6,6,6,NA,NA,NA,NA,NA,NA,6,6,7,7,6,6,6,NA,NA,NA,NA,6,6,6,6,7,6,6,5,NA,NA,NA,NA,NA,NA,7,7,7,6,6,6,5,NA,NA,6,6,7,7,6,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,70,95,76,75,"2020","2021",5,4.285714,6,2,4,5.8,5.2,5.1,79.2,0,0,1,1,0,13
"1776","P_afrNYmOwx4l8Aip","P_86dQUnHrn2A76E5","Fellow Student","R_1n7ajKLU1CLyi7H","9/15/20 13:50","9/15/20 13:59",6.181818,6.25,6.2,5.857143,6.285714,5.833333,6.375,6,5,5,5,6,3,4,5,2,4,4,2,2,4,5,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,6,5,5,4,4,4,5,4,4,4,5,4,6,7,7,6,6,5,6,6,7,6,6,NA,NA,NA,6,6,6,5,6,6,NA,NA,NA,NA,NA,NA,6,7,6,6,6,NA,NA,NA,NA,NA,NA,6,6,5,6,6,6,6,NA,NA,NA,NA,5,7,6,7,7,6,6,6,NA,NA,NA,NA,NA,NA,7,7,6,6,6,6,6,NA,NA,6,7,7,6,5,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,80,97,90,90,"2020","2021",4.2,4.142857,5.4,3.5,3,4.6,4.2,4.3,89,0,0,1,1,0,13
"1777","P_9vmTsKU9xa34u7X","P_86dQUnHrn2A76E5","Manager","R_3011oxTQp7mm1MI","9/28/20 17:44","9/28/20 17:52",6.727273,6.75,6.5,7,6.714286,7,7,7,6,7,6,7,4,7,6,4,4,4,2,4,4,6,3,6,6,7,6,7,5,4,7,4,4,7,6,5,7,6,7,6,7,6,6,6,7,6,6,6,6,6,6,7,6,7,6,7,7,7,7,7,7,6,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,6,7,7,NA,6,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,5,NA,NA,NA,NA,NA,NA,7,6,7,7,7,7,6,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,81,100,95,90,"2020","2021",5.4,5.428571,6.6,5.25,3.5,6.4,5.8,6.2,91.2,0,0,1,1,0,13
"1778","P_1Zdz3ZqVwebkxUh","P_86dQUnHrn2A76E5","Manager","R_3pb762tZRVNBctq","10/1/20 19:58","10/1/20 20:20",6.909091,6.25,5.666667,5.714286,6.285714,6.833333,5.8,6,5,5,4,4,5,4,6,4,6,5,5,3,6,6,4,5,6,5,6,7,5,6,6,6,5,6,4,6,5,6,6,5,6,6,4,4,4,5,5,6,6,4,6,4,7,7,7,7,7,7,7,7,7,6,7,NA,NA,NA,7,6,7,7,7,7,NA,NA,NA,NA,NA,5,6,6,6,6,5,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,NA,NA,NA,NA,6,7,7,7,5,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,7,7,NA,NA,6,5,5,5,5,7,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,85,80,85,86,"2020","2021",6,5.428571,4.8,4.75,4.75,5.6,5.4,4.8,83.2,0,0,1,1,0,13
"1779","P_88PzKrOY5BKoJDf","P_88PzKrOY5BKoJDf","Self","R_29h5sBwDQ6fCFS3","9/28/20 6:39","9/28/20 9:00",5.916667,6.666667,5.625,6.25,5.857143,4,5.384615,7,5,7,4,5,5,7,6,5,7,5,5,4,4,4,3,5,3,3,5,6,6,7,6,7,5,6,4,6,5,6,6,7,7,4,3,3,3,5,3,5,6,5,5,4,6,6,7,7,5,5,6,6,NA,NA,6,5,6,6,NA,NA,4,4,NA,4,4,4,4,4,4,NA,NA,NA,NA,5,5,6,5,6,6,6,6,NA,6,7,6,NA,6,NA,7,6,6,6,NA,7,NA,NA,7,NA,NA,7,6,7,7,6,6,7,7,7,NA,5,NA,4,6,6,6,5,NA,6,NA,NA,NA,NA,NA,6,6,5,4,6,7,5,6,3,6,5,70,80,87,70,80,"2020","2022",6.4,3.857143,5.6,5.75,5.25,6.2,5,4.2,77.4,1,0,1,0,1,4
"1780","P_dbfYcNukw6rA4gR","P_88PzKrOY5BKoJDf","Learning Teammate","R_2rDvhmxva97iSz0","9/27/20 19:23","9/27/20 19:33",5.5,6.777778,6.25,5.428571,5.833333,5.625,5.923077,7,6,5,6,6,4,5,4,4,4,5,4,5,4,7,5,4,5,3,5,7,7,5,6,5,6,5,5,6,6,5,5,5,7,6,5,6,5,6,5,6,5,5,5,6,5,5,6,5,5,5,6,6,NA,NA,6,6,6,5,NA,NA,6,5,NA,5,6,6,6,5,6,NA,NA,NA,NA,6,6,7,6,6,7,6,6,NA,6,5,5,NA,6,NA,6,NA,5,5,NA,7,NA,NA,7,NA,NA,7,7,7,6,6,7,7,6,7,NA,NA,NA,6,5,5,6,6,NA,6,NA,NA,NA,NA,NA,7,6,5,5,5,7,6,6,6,6,6,60,NA,65,76,63,"2020","2022",6,4.714286,6,4.25,4.5,5.8,5.4,5.4,66,0,0,1,0,1,4
"1781","P_dcbAsfd9aY1HAOh","P_88PzKrOY5BKoJDf","Learning Teammate","R_2ltX6CHG27yUoW5","9/28/20 21:03","9/28/20 21:45",6.083333,5.888889,6.166667,6.25,6.2,6,6.444444,6,6,5,6,4,4,6,4,4,4,4,4,4,4,4,4,4,6,6,4,6,4,6,4,7,6,7,6,7,6,7,6,5,4,6,6,6,6,6,6,6,7,6,7,4,6,6,6,7,6,6,7,6,NA,NA,6,5,6,6,NA,NA,6,6,NA,6,6,7,6,5,6,NA,NA,NA,NA,NA,5,6,7,6,6,7,NA,NA,7,7,6,NA,6,NA,6,6,6,6,NA,7,NA,NA,5,NA,NA,6,6,6,5,6,6,6,NA,6,NA,5,NA,7,7,NA,6,NA,NA,7,NA,NA,NA,NA,NA,7,6,NA,NA,6,7,7,6,NA,6,6,89,87,85,89,89,"2020","2022",5.4,4.571429,5.4,4.5,4,5.8,6.2,6,87.8,0,0,1,0,1,4
"1782","P_8dik6R5qaOJOPYx","P_88PzKrOY5BKoJDf","Fellow Student","R_9B11FBl99MMIh3j","9/27/20 12:23","9/28/20 14:28",6.555556,6.714286,6.666667,5.5,6.5,6.285714,6.5,6,7,5,6,5,4,6,3,3,2,3,4,3,4,4,4,4,4,4,4,5,5,6,4,4,5,5,4,6,6,6,5,5,5,4,4,4,4,7,6,5,6,5,4,4,7,6,7,6,NA,NA,NA,6,NA,NA,7,6,7,7,NA,NA,7,NA,NA,6,6,6,7,6,6,NA,NA,NA,NA,NA,6,NA,6,7,7,7,7,NA,5,6,6,NA,6,NA,NA,NA,4,6,NA,NA,NA,NA,7,NA,NA,6,NA,7,6,7,7,7,NA,7,NA,6,NA,NA,NA,7,6,5,NA,7,NA,NA,NA,NA,NA,6,NA,7,7,7,NA,6,NA,7,7,6,84,82,95,85,86,"2020","2022",4.8,4,5.8,4,3,5.4,4.8,4.9,86.4,0,0,1,0,1,4
"1783","P_1ZdLZYu7uVrtqRf","P_88PzKrOY5BKoJDf","Fellow Student","R_22zzrZa2Vg8Je8u","9/28/20 17:31","9/28/20 17:41",6.666667,6.555556,6.714286,7,7,7,6.846154,7,7,7,7,7,1,5,1,1,1,1,5,1,7,5,5,7,7,7,7,7,7,7,7,6,3,4,3,5,6,6,6,6,7,6,3,5,3,7,5,5,4,7,4,3,7,7,7,7,5,7,7,7,NA,NA,5,7,7,7,NA,NA,7,7,NA,7,7,7,7,7,7,NA,NA,NA,NA,5,7,NA,7,7,7,7,7,NA,7,7,7,NA,7,NA,7,7,7,7,NA,7,NA,NA,7,NA,NA,7,7,7,7,7,5,5,7,7,NA,7,NA,7,7,7,7,7,NA,7,NA,NA,NA,NA,NA,7,7,7,5,7,7,7,7,7,7,7,91,82,91,91,91,"2020","2022",6.8,6.428571,7,2,2,5.6,4.8,4.6,89.2,0,0,1,0,1,4
"1784","P_8BNAuYfrIOlGcTP","P_8BNAuYfrIOlGcTP","Self","R_2vdK3ARBYst1zW4","9/24/20 12:56","9/28/20 21:15",6.166667,6.666667,6.875,6.875,6.571429,5.375,5.692308,7,7,6,6,1,6,7,7,6,7,6,7,6,3,7,2,6,7,6,6,6,7,7,6,7,2,2,2,5,7,5,7,7,7,5,7,5,7,6,7,6,6,7,7,2,6,6,7,6,7,7,6,7,NA,NA,7,7,3,5,NA,NA,6,6,NA,6,5,6,3,6,5,NA,NA,NA,NA,7,7,6,7,7,7,7,7,NA,7,7,6,NA,7,NA,7,7,7,7,NA,7,NA,NA,7,NA,NA,7,7,6,6,7,7,6,7,6,NA,6,NA,7,6,7,7,3,NA,7,NA,NA,NA,NA,NA,5,3,7,6,7,7,5,3,7,7,7,90,80,95,95,98,"2020","2022",6.6,5.285714,5.4,6.5,6.5,5.6,4.2,6,91.6,1,0,1,0,1,2
"1785","P_3jZ2TMMjqFh5I69","P_8BNAuYfrIOlGcTP","Learning Teammate","R_C36gEQ5goa0I4gx","9/25/20 12:21","9/26/20 15:01",6.333333,5.111111,7,7,6.714286,7,6.846154,4,4,5,4,4,4,4,4,4,4,4,2,2,4,7,7,2,4,4,7,7,7,7,4,7,4,4,4,4,4,4,4,4,7,4,4,4,4,7,4,7,4,4,4,4,7,7,7,7,7,3,3,7,NA,NA,7,7,7,7,NA,NA,7,7,NA,7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,7,7,7,NA,7,NA,7,7,7,7,NA,7,NA,NA,3,NA,NA,6,3,5,3,5,7,7,7,7,NA,7,NA,7,5,7,7,7,NA,7,NA,NA,NA,NA,NA,7,7,7,7,5,7,7,7,7,7,7,80,80,99,99,93,"2020","2022",6.4,5,4.2,4,3,4.6,4,4.6,90.2,0,0,1,0,1,2
"1786","P_1FwK3AwFuxQTV2J","P_8BNAuYfrIOlGcTP","Learning Teammate","R_u9pIBBs32jbDkRP","9/28/20 17:42","9/28/20 17:49",5.916667,5.333333,6.25,6.375,4.714286,6.375,5.333333,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,6,6,7,7,6,7,5,6,NA,NA,5,7,5,4,NA,NA,7,6,NA,6,7,7,7,7,4,NA,NA,NA,NA,6,6,6,7,7,7,6,5,NA,5,7,6,NA,6,NA,6,7,7,7,NA,6,NA,NA,6,NA,NA,6,5,6,6,5,5,3,5,4,NA,4,NA,7,4,5,4,5,NA,5,NA,NA,NA,NA,NA,4,4,6,7,5,5,4,5,NA,7,7,NA,72,72,71,65,"2020","2022",4,4,4.4,4,4.5,4,4.4,4.2,70,0,0,1,0,1,2
"1787","P_ai4BbCf7L5HLeQJ","P_8BRBIbMLgV1MESN","Fellow Student","R_XHD4F2UTauTXyxj","9/28/20 19:08","9/28/20 19:16",6.181818,5.571429,6.5,6.333333,5.428571,5.8,5.9,5,5,6,4,4,4,5,5,4,4,4,4,3,7,7,7,2,5,2,6,6,6,6,6,6,5,5,5,5,6,6,5,6,7,6,4,5,5,6,3,5,3,4,6,5,7,5,6,7,6,6,5,7,7,6,6,NA,NA,NA,6,6,5,NA,6,6,NA,NA,NA,NA,NA,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,7,NA,NA,NA,NA,NA,6,5,5,6,NA,6,5,6,NA,NA,NA,NA,NA,NA,4,4,6,6,6,6,6,NA,NA,5,6,7,5,7,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,85,80,85,90,"2020","2021",6,5.142857,4.8,4.5,3.75,5.8,5.4,4.6,85,0,0,1,1,0,1
"1788","P_8H3NZHOf1hTtmyV","P_8BRBIbMLgV1MESN","DirectReport","R_23WSeSW9UjUztEQ","9/28/20 14:03","9/28/20 14:50",5.818182,6.5,6,5.428571,6.142857,5.166667,6.3,5,5,6,6,5,4,4,5,4,4,7,5,5,7,7,7,4,7,6,7,7,7,6,7,6,7,7,7,7,6,7,7,7,7,6,6,5,7,7,7,7,7,7,6,6,5,6,7,7,5,5,6,5,6,6,6,NA,NA,NA,4,5,5,5,7,5,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,NA,NA,NA,NA,NA,NA,6,5,4,5,5,7,6,NA,NA,NA,NA,7,6,7,7,7,5,6,7,NA,NA,NA,NA,NA,NA,7,7,5,5,6,7,6,NA,NA,5,5,7,6,7,6,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,98,75,95,NA,"2020","2021",6.6,6.428571,5.4,4.25,5.25,6.8,6.8,6.5,89.5,0,0,1,1,0,1
"1789","P_8bSjmPItqiH2GQR","P_8bSjmPItqiH2GQR","Self","R_ZlUEBhS1TWNysFj","9/27/20 8:15","9/27/20 8:25",6.090909,6.25,6,6.285714,6.428571,6,6.5,7,5,6,5,3,5,4,6,3,7,5,6,4,5,6,5,4,5,2,5,6,6,5,5,5,4,5,4,5,4,7,5,5,6,6,5,5,5,5,3,5,6,5,6,5,7,6,7,6,6,6,5,6,6,6,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,7,6,7,6,6,6,6,NA,NA,NA,NA,6,6,6,6,6,7,6,7,NA,NA,NA,NA,NA,NA,7,7,6,6,7,6,6,NA,NA,6,7,6,7,7,6,7,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,95,85,93,93,"2020","2021",5.4,4.571429,5.2,4.5,5.5,5,5.2,5,91.4,1,0,1,1,0,6
"1790","P_9BwB1ocJBsLs5uJ","P_8bSjmPItqiH2GQR","Fellow Student","R_1rPaY2iC8x5jqGn","9/28/20 21:19","9/28/20 22:08",5.818182,5.625,5.5,5.285714,6.571429,5.333333,6.7,6,5,4,6,4,4,4,6,4,5,5,5,4,7,6,4,5,7,5,6,7,6,6,5,6,5,4,5,5,6,5,5,5,6,4,3,3,4,4,3,5,5,4,5,5,6,6,7,3,6,6,6,6,6,6,6,NA,NA,NA,6,5,6,4,5,6,NA,NA,NA,NA,NA,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,4,NA,NA,NA,NA,6,5,6,6,4,6,6,6,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7,6,NA,NA,7,7,6,7,7,6,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,64,90,85,"2020","2021",6,5.714286,5,4.5,4.75,5.2,4.8,4.1,84.2,0,0,1,1,0,6
"1791","P_eQWEnq8Nuqo0UE5","P_8bSjmPItqiH2GQR","Fellow Student","R_D04MeUKIKv1oYPT","9/26/20 8:02","9/26/20 8:17",4.363636,3.625,2.5,3,4.5,NA,4.9,4,6,7,4,4,5,5,5,5,6,6,6,3,6,3,5,6,6,6,7,7,7,4,6,4,5,3,4,5,3,5,5,4,5,4,3,3,3,3,2,4,4,4,5,4,2,3,6,6,5,6,3,6,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,3,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,NA,NA,NA,NA,5,3,2,3,1,6,2,7,NA,NA,NA,NA,NA,NA,5,5,5,NA,1,6,5,NA,NA,2,7,2,7,7,5,6,7,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,98,47,67,74,"2020","2021",5.6,5.571429,5,5,5.25,4,4.6,3.5,74.8,0,0,1,1,0,6
"1792","P_el1L4Aq8bLsbvkV","P_8bSjmPItqiH2GQR","Fellow Student","R_1n2PDzAo1Rs8Djn","9/25/20 11:23","10/2/20 13:08",6.818182,5.25,7,6.571429,6.5,7,7,6,6,7,5,7,3,6,7,2,7,3,5,1,5,7,6,5,7,3,7,7,7,NA,6,4,6,2,4,6,7,5,7,6,6,3,3,6,4,7,2,6,6,6,6,5,7,7,7,7,7,7,7,5,7,7,7,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,6,7,7,7,6,7,6,NA,NA,NA,NA,6,3,3,6,5,6,6,7,NA,NA,NA,NA,NA,NA,7,7,4,7,7,7,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,99,100,100,"2020","2021",6,5.714286,6.2,4.5,4,5.4,5,5.1,99.8,0,0,1,1,0,6
